category,subcategory,style,color,name,asset_key,base_path,rarity,price_cr,obtain_method
hair,dreadlocks_long,,blue,Dreadlocks_Long Blue Hair,dreadlocks_long_blue,\AssetsStore\spritesheets\hair\dreadlocks_long\blue.png,rare,0,gacha
hair,dreadlocks_long,,carrot,Dreadlocks_Long Carrot Hair,dreadlocks_long_carrot,\AssetsStore\spritesheets\hair\dreadlocks_long\carrot.png,common,3,store
hair,dreadlocks_long,,chestnut,Dreadlocks_Long Chestnut Hair,dreadlocks_long_chestnut,\AssetsStore\spritesheets\hair\dreadlocks_long\chestnut.png,common,3,store
hair,dreadlocks_long,,dark_brown,Dreadlocks_Long Dark_Brown Hair,dreadlocks_long_dark_brown,\AssetsStore\spritesheets\hair\dreadlocks_long\dark_brown.png,common,3,store
hair,dreadlocks_long,,dark_gray,Dreadlocks_Long Dark_Gray Hair,dreadlocks_long_dark_gray,\AssetsStore\spritesheets\hair\dreadlocks_long\dark_gray.png,common,3,store
hair,dreadlocks_long,,ginger,Dreadlocks_Long Ginger Hair,dreadlocks_long_ginger,\AssetsStore\spritesheets\hair\dreadlocks_long\ginger.png,common,3,store
hair,dreadlocks_long,,gold,Dreadlocks_Long Gold Hair,dreadlocks_long_gold,\AssetsStore\spritesheets\hair\dreadlocks_long\gold.png,common,3,store
hair,dreadlocks_long,,gray,Dreadlocks_Long Gray Hair,dreadlocks_long_gray,\AssetsStore\spritesheets\hair\dreadlocks_long\gray.png,common,3,store
hair,dreadlocks_long,,green,Dreadlocks_Long Green Hair,dreadlocks_long_green,\AssetsStore\spritesheets\hair\dreadlocks_long\green.png,rare,0,gacha
hair,dreadlocks_long,,light_brown,Dreadlocks_Long Light_Brown Hair,dreadlocks_long_light_brown,\AssetsStore\spritesheets\hair\dreadlocks_long\light_brown.png,common,3,store
hair,dreadlocks_long,,navy,Dreadlocks_Long Navy Hair,dreadlocks_long_navy,\AssetsStore\spritesheets\hair\dreadlocks_long\navy.png,common,3,store
hair,dreadlocks_long,,orange,Dreadlocks_Long Orange Hair,dreadlocks_long_orange,\AssetsStore\spritesheets\hair\dreadlocks_long\orange.png,common,3,store
hair,dreadlocks_long,,pink,Dreadlocks_Long Pink Hair,dreadlocks_long_pink,\AssetsStore\spritesheets\hair\dreadlocks_long\pink.png,rare,0,gacha
hair,dreadlocks_long,,platinum,Dreadlocks_Long Platinum Hair,dreadlocks_long_platinum,\AssetsStore\spritesheets\hair\dreadlocks_long\platinum.png,legendary,0,gacha
hair,dreadlocks_long,,purple,Dreadlocks_Long Purple Hair,dreadlocks_long_purple,\AssetsStore\spritesheets\hair\dreadlocks_long\purple.png,rare,0,gacha
hair,dreadlocks_long,,raven,Dreadlocks_Long Raven Hair,dreadlocks_long_raven,\AssetsStore\spritesheets\hair\dreadlocks_long\raven.png,common,3,store
hair,dreadlocks_long,,red,Dreadlocks_Long Red Hair,dreadlocks_long_red,\AssetsStore\spritesheets\hair\dreadlocks_long\red.png,common,3,store
hair,dreadlocks_long,,redhead,Dreadlocks_Long Redhead Hair,dreadlocks_long_redhead,\AssetsStore\spritesheets\hair\dreadlocks_long\redhead.png,common,3,store
hair,dreadlocks_long,,rose,Dreadlocks_Long Rose Hair,dreadlocks_long_rose,\AssetsStore\spritesheets\hair\dreadlocks_long\rose.png,common,3,store
hair,dreadlocks_long,,sandy,Dreadlocks_Long Sandy Hair,dreadlocks_long_sandy,\AssetsStore\spritesheets\hair\dreadlocks_long\sandy.png,common,3,store
hair,dreadlocks_long,,strawberry,Dreadlocks_Long Strawberry Hair,dreadlocks_long_strawberry,\AssetsStore\spritesheets\hair\dreadlocks_long\strawberry.png,common,3,store
hair,dreadlocks_long,,violet,Dreadlocks_Long Violet Hair,dreadlocks_long_violet,\AssetsStore\spritesheets\hair\dreadlocks_long\violet.png,common,3,store
hair,dreadlocks_long,,white,Dreadlocks_Long White Hair,dreadlocks_long_white,\AssetsStore\spritesheets\hair\dreadlocks_long\white.png,common,3,store
hair,buzzcut,,ash,Buzzcut Ash Hair,buzzcut_ash,\AssetsStore\spritesheets\hair\buzzcut\ash.png,common,3,store
hair,buzzcut,,black,Buzzcut Black Hair,buzzcut_black,\AssetsStore\spritesheets\hair\buzzcut\black.png,common,3,store
hair,buzzcut,,blonde,Buzzcut Blonde Hair,buzzcut_blonde,\AssetsStore\spritesheets\hair\buzzcut\blonde.png,common,3,store
hair,buzzcut,,blue,Buzzcut Blue Hair,buzzcut_blue,\AssetsStore\spritesheets\hair\buzzcut\blue.png,rare,0,gacha
hair,buzzcut,,carrot,Buzzcut Carrot Hair,buzzcut_carrot,\AssetsStore\spritesheets\hair\buzzcut\carrot.png,common,3,store
hair,buzzcut,,chestnut,Buzzcut Chestnut Hair,buzzcut_chestnut,\AssetsStore\spritesheets\hair\buzzcut\chestnut.png,common,3,store
hair,buzzcut,,dark_brown,Buzzcut Dark_Brown Hair,buzzcut_dark_brown,\AssetsStore\spritesheets\hair\buzzcut\dark_brown.png,common,3,store
hair,buzzcut,,dark_gray,Buzzcut Dark_Gray Hair,buzzcut_dark_gray,\AssetsStore\spritesheets\hair\buzzcut\dark_gray.png,common,3,store
hair,buzzcut,,ginger,Buzzcut Ginger Hair,buzzcut_ginger,\AssetsStore\spritesheets\hair\buzzcut\ginger.png,common,3,store
hair,buzzcut,,gold,Buzzcut Gold Hair,buzzcut_gold,\AssetsStore\spritesheets\hair\buzzcut\gold.png,common,3,store
hair,buzzcut,,gray,Buzzcut Gray Hair,buzzcut_gray,\AssetsStore\spritesheets\hair\buzzcut\gray.png,common,3,store
hair,buzzcut,,green,Buzzcut Green Hair,buzzcut_green,\AssetsStore\spritesheets\hair\buzzcut\green.png,rare,0,gacha
hair,buzzcut,,light_brown,Buzzcut Light_Brown Hair,buzzcut_light_brown,\AssetsStore\spritesheets\hair\buzzcut\light_brown.png,common,3,store
hair,buzzcut,,navy,Buzzcut Navy Hair,buzzcut_navy,\AssetsStore\spritesheets\hair\buzzcut\navy.png,common,3,store
hair,buzzcut,,orange,Buzzcut Orange Hair,buzzcut_orange,\AssetsStore\spritesheets\hair\buzzcut\orange.png,common,3,store
hair,buzzcut,,pink,Buzzcut Pink Hair,buzzcut_pink,\AssetsStore\spritesheets\hair\buzzcut\pink.png,rare,0,gacha
hair,buzzcut,,platinum,Buzzcut Platinum Hair,buzzcut_platinum,\AssetsStore\spritesheets\hair\buzzcut\platinum.png,legendary,0,gacha
hair,buzzcut,,purple,Buzzcut Purple Hair,buzzcut_purple,\AssetsStore\spritesheets\hair\buzzcut\purple.png,rare,0,gacha
hair,buzzcut,,raven,Buzzcut Raven Hair,buzzcut_raven,\AssetsStore\spritesheets\hair\buzzcut\raven.png,common,3,store
hair,buzzcut,,red,Buzzcut Red Hair,buzzcut_red,\AssetsStore\spritesheets\hair\buzzcut\red.png,common,3,store
hair,buzzcut,,redhead,Buzzcut Redhead Hair,buzzcut_redhead,\AssetsStore\spritesheets\hair\buzzcut\redhead.png,common,3,store
hair,buzzcut,,rose,Buzzcut Rose Hair,buzzcut_rose,\AssetsStore\spritesheets\hair\buzzcut\rose.png,common,3,store
hair,buzzcut,,sandy,Buzzcut Sandy Hair,buzzcut_sandy,\AssetsStore\spritesheets\hair\buzzcut\sandy.png,common,3,store
hair,buzzcut,,strawberry,Buzzcut Strawberry Hair,buzzcut_strawberry,\AssetsStore\spritesheets\hair\buzzcut\strawberry.png,common,3,store
hair,buzzcut,,violet,Buzzcut Violet Hair,buzzcut_violet,\AssetsStore\spritesheets\hair\buzzcut\violet.png,common,3,store
hair,buzzcut,,white,Buzzcut White Hair,buzzcut_white,\AssetsStore\spritesheets\hair\buzzcut\white.png,common,3,store
hair,afro,,ash,Afro Ash Hair,afro_ash,\AssetsStore\spritesheets\hair\afro\ash.png,common,3,store
hair,afro,,black,Afro Black Hair,afro_black,\AssetsStore\spritesheets\hair\afro\black.png,common,3,store
hair,afro,,blonde,Afro Blonde Hair,afro_blonde,\AssetsStore\spritesheets\hair\afro\blonde.png,common,3,store
hair,afro,,blue,Afro Blue Hair,afro_blue,\AssetsStore\spritesheets\hair\afro\blue.png,rare,0,gacha
hair,afro,,carrot,Afro Carrot Hair,afro_carrot,\AssetsStore\spritesheets\hair\afro\carrot.png,common,3,store
hair,afro,,chestnut,Afro Chestnut Hair,afro_chestnut,\AssetsStore\spritesheets\hair\afro\chestnut.png,common,3,store
hair,afro,,dark_brown,Afro Dark_Brown Hair,afro_dark_brown,\AssetsStore\spritesheets\hair\afro\dark_brown.png,common,3,store
hair,afro,,dark_gray,Afro Dark_Gray Hair,afro_dark_gray,\AssetsStore\spritesheets\hair\afro\dark_gray.png,common,3,store
hair,afro,,ginger,Afro Ginger Hair,afro_ginger,\AssetsStore\spritesheets\hair\afro\ginger.png,common,3,store
hair,afro,,gold,Afro Gold Hair,afro_gold,\AssetsStore\spritesheets\hair\afro\gold.png,common,3,store
hair,afro,,gray,Afro Gray Hair,afro_gray,\AssetsStore\spritesheets\hair\afro\gray.png,common,3,store
hair,afro,,green,Afro Green Hair,afro_green,\AssetsStore\spritesheets\hair\afro\green.png,rare,0,gacha
hair,afro,,light_brown,Afro Light_Brown Hair,afro_light_brown,\AssetsStore\spritesheets\hair\afro\light_brown.png,common,3,store
hair,afro,,navy,Afro Navy Hair,afro_navy,\AssetsStore\spritesheets\hair\afro\navy.png,common,3,store
hair,afro,,orange,Afro Orange Hair,afro_orange,\AssetsStore\spritesheets\hair\afro\orange.png,common,3,store
hair,afro,,pink,Afro Pink Hair,afro_pink,\AssetsStore\spritesheets\hair\afro\pink.png,rare,0,gacha
hair,afro,,platinum,Afro Platinum Hair,afro_platinum,\AssetsStore\spritesheets\hair\afro\platinum.png,legendary,0,gacha
hair,afro,,purple,Afro Purple Hair,afro_purple,\AssetsStore\spritesheets\hair\afro\purple.png,rare,0,gacha
hair,afro,,raven,Afro Raven Hair,afro_raven,\AssetsStore\spritesheets\hair\afro\raven.png,common,3,store
hair,afro,,red,Afro Red Hair,afro_red,\AssetsStore\spritesheets\hair\afro\red.png,common,3,store
hair,afro,,redhead,Afro Redhead Hair,afro_redhead,\AssetsStore\spritesheets\hair\afro\redhead.png,common,3,store
hair,afro,,rose,Afro Rose Hair,afro_rose,\AssetsStore\spritesheets\hair\afro\rose.png,common,3,store
hair,afro,,sandy,Afro Sandy Hair,afro_sandy,\AssetsStore\spritesheets\hair\afro\sandy.png,common,3,store
hair,afro,,strawberry,Afro Strawberry Hair,afro_strawberry,\AssetsStore\spritesheets\hair\afro\strawberry.png,common,3,store
hair,afro,,violet,Afro Violet Hair,afro_violet,\AssetsStore\spritesheets\hair\afro\violet.png,common,3,store
hair,afro,,white,Afro White Hair,afro_white,\AssetsStore\spritesheets\hair\afro\white.png,common,3,store
head,nose,,amber,Nose Amber,nose_amber,\AssetsStore\spritesheets\head\nose\{animation}\amber.png,rare,0,gacha
head,nose,,black,Nose Black,nose_black,\AssetsStore\spritesheets\head\nose\{animation}\black.png,common,3,store
head,nose,,blue,Nose Blue,nose_blue,\AssetsStore\spritesheets\head\nose\{animation}\blue.png,rare,0,gacha
head,nose,,bright_green,Nose Bright_Green,nose_bright_green,\AssetsStore\spritesheets\head\nose\{animation}\bright_green.png,epic,0,gacha
head,nose,,bronze,Nose Bronze,nose_bronze,\AssetsStore\spritesheets\head\nose\{animation}\bronze.png,epic,0,gacha
head,nose,,brown,Nose Brown,nose_brown,\AssetsStore\spritesheets\head\nose\{animation}\brown.png,common,3,store
head,nose,,dark_green,Nose Dark_Green,nose_dark_green,\AssetsStore\spritesheets\head\nose\{animation}\dark_green.png,rare,0,gacha
head,nose,,fur_black,Nose Fur_Black,nose_fur_black,\AssetsStore\spritesheets\head\nose\{animation}\fur_black.png,common,3,store
head,nose,,fur_brown,Nose Fur_Brown,nose_fur_brown,\AssetsStore\spritesheets\head\nose\{animation}\fur_brown.png,common,3,store
head,nose,,fur_copper,Nose Fur_Copper,nose_fur_copper,\AssetsStore\spritesheets\head\nose\{animation}\fur_copper.png,epic,0,gacha
head,nose,,fur_gold,Nose Fur_Gold,nose_fur_gold,\AssetsStore\spritesheets\head\nose\{animation}\fur_gold.png,legendary,0,gacha
head,nose,,fur_grey,Nose Fur_Grey,nose_fur_grey,\AssetsStore\spritesheets\head\nose\{animation}\fur_grey.png,common,3,store
head,nose,,fur_tan,Nose Fur_Tan,nose_fur_tan,\AssetsStore\spritesheets\head\nose\{animation}\fur_tan.png,common,3,store
head,nose,,fur_white,Nose Fur_White,nose_fur_white,\AssetsStore\spritesheets\head\nose\{animation}\fur_white.png,common,3,store
head,nose,,green,Nose Green,nose_green,\AssetsStore\spritesheets\head\nose\{animation}\green.png,rare,0,gacha
head,nose,,lavender,Nose Lavender,nose_lavender,\AssetsStore\spritesheets\head\nose\{animation}\lavender.png,epic,0,gacha
head,nose,,light,Nose Light,nose_light,\AssetsStore\spritesheets\head\nose\{animation}\light.png,common,3,store
head,nose,,olive,Nose Olive,nose_olive,\AssetsStore\spritesheets\head\nose\{animation}\olive.png,rare,0,gacha
head,nose,,pale_green,Nose Pale_Green,nose_pale_green,\AssetsStore\spritesheets\head\nose\{animation}\pale_green.png,rare,0,gacha
head,nose,,taupe,Nose Taupe,nose_taupe,\AssetsStore\spritesheets\head\nose\{animation}\taupe.png,rare,0,gacha
head,nose,,zombie,Nose Zombie,nose_zombie,\AssetsStore\spritesheets\head\nose\{animation}\zombie.png,legendary,0,gacha
head,nose,,zombie_green,Nose Zombie_Green,nose_zombie_green,\AssetsStore\spritesheets\head\nose\{animation}\zombie_green.png,legendary,0,gacha
head,heads,,amber,Heads Amber,heads_amber,\AssetsStore\spritesheets\head\heads\{animation}\amber.png,rare,0,gacha
head,heads,,black,Heads Black,heads_black,\AssetsStore\spritesheets\head\heads\{animation}\black.png,common,3,store
head,heads,,blue,Heads Blue,heads_blue,\AssetsStore\spritesheets\head\heads\{animation}\blue.png,rare,0,gacha
head,heads,,bright_green,Heads Bright_Green,heads_bright_green,\AssetsStore\spritesheets\head\heads\{animation}\bright_green.png,epic,0,gacha
head,heads,,bronze,Heads Bronze,heads_bronze,\AssetsStore\spritesheets\head\heads\{animation}\bronze.png,epic,0,gacha
head,heads,,brown,Heads Brown,heads_brown,\AssetsStore\spritesheets\head\heads\{animation}\brown.png,common,3,store
head,heads,,dark_green,Heads Dark_Green,heads_dark_green,\AssetsStore\spritesheets\head\heads\{animation}\dark_green.png,rare,0,gacha
head,heads,,fur_black,Heads Fur_Black,heads_fur_black,\AssetsStore\spritesheets\head\heads\{animation}\fur_black.png,common,3,store
head,heads,,fur_brown,Heads Fur_Brown,heads_fur_brown,\AssetsStore\spritesheets\head\heads\{animation}\fur_brown.png,common,3,store
head,heads,,fur_copper,Heads Fur_Copper,heads_fur_copper,\AssetsStore\spritesheets\head\heads\{animation}\fur_copper.png,epic,0,gacha
head,heads,,fur_gold,Heads Fur_Gold,heads_fur_gold,\AssetsStore\spritesheets\head\heads\{animation}\fur_gold.png,legendary,0,gacha
head,heads,,fur_grey,Heads Fur_Grey,heads_fur_grey,\AssetsStore\spritesheets\head\heads\{animation}\fur_grey.png,common,3,store
head,heads,,fur_tan,Heads Fur_Tan,heads_fur_tan,\AssetsStore\spritesheets\head\heads\{animation}\fur_tan.png,common,3,store
head,heads,,fur_white,Heads Fur_White,heads_fur_white,\AssetsStore\spritesheets\head\heads\{animation}\fur_white.png,common,3,store
head,heads,,green,Heads Green,heads_green,\AssetsStore\spritesheets\head\heads\{animation}\green.png,rare,0,gacha
head,heads,,lavender,Heads Lavender,heads_lavender,\AssetsStore\spritesheets\head\heads\{animation}\lavender.png,epic,0,gacha
head,heads,,light,Heads Light,heads_light,\AssetsStore\spritesheets\head\heads\{animation}\light.png,common,3,store
head,heads,,olive,Heads Olive,heads_olive,\AssetsStore\spritesheets\head\heads\{animation}\olive.png,rare,0,gacha
head,heads,,pale_green,Heads Pale_Green,heads_pale_green,\AssetsStore\spritesheets\head\heads\{animation}\pale_green.png,rare,0,gacha
head,heads,,taupe,Heads Taupe,heads_taupe,\AssetsStore\spritesheets\head\heads\{animation}\taupe.png,rare,0,gacha
head,heads,,zombie,Heads Zombie,heads_zombie,\AssetsStore\spritesheets\head\heads\{animation}\zombie.png,legendary,0,gacha
head,heads,,zombie_green,Heads Zombie_Green,heads_zombie_green,\AssetsStore\spritesheets\head\heads\{animation}\zombie_green.png,legendary,0,gacha
head,faces,shock,amber,Shock Faces Amber,faces_shock_amber,\AssetsStore\spritesheets\head\faces\shock\amber.png,rare,0,gacha
head,faces,shock,black,Shock Faces Black,faces_shock_black,\AssetsStore\spritesheets\head\faces\shock\black.png,common,3,store
head,faces,shock,blue,Shock Faces Blue,faces_shock_blue,\AssetsStore\spritesheets\head\faces\shock\blue.png,rare,0,gacha
head,faces,shock,bright_green,Shock Faces Bright_Green,faces_shock_bright_green,\AssetsStore\spritesheets\head\faces\shock\bright_green.png,epic,0,gacha
head,faces,shock,bronze,Shock Faces Bronze,faces_shock_bronze,\AssetsStore\spritesheets\head\faces\shock\bronze.png,epic,0,gacha
head,faces,shock,brown,Shock Faces Brown,faces_shock_brown,\AssetsStore\spritesheets\head\faces\shock\brown.png,common,3,store
head,faces,shock,dark_green,Shock Faces Dark_Green,faces_shock_dark_green,\AssetsStore\spritesheets\head\faces\shock\dark_green.png,rare,0,gacha
head,faces,shock,fur_black,Shock Faces Fur_Black,faces_shock_fur_black,\AssetsStore\spritesheets\head\faces\shock\fur_black.png,common,3,store
head,faces,shock,fur_brown,Shock Faces Fur_Brown,faces_shock_fur_brown,\AssetsStore\spritesheets\head\faces\shock\fur_brown.png,common,3,store
head,faces,shock,fur_copper,Shock Faces Fur_Copper,faces_shock_fur_copper,\AssetsStore\spritesheets\head\faces\shock\fur_copper.png,epic,0,gacha
head,faces,shock,fur_gold,Shock Faces Fur_Gold,faces_shock_fur_gold,\AssetsStore\spritesheets\head\faces\shock\fur_gold.png,legendary,0,gacha
head,faces,shock,fur_grey,Shock Faces Fur_Grey,faces_shock_fur_grey,\AssetsStore\spritesheets\head\faces\shock\fur_grey.png,common,3,store
head,faces,shock,fur_tan,Shock Faces Fur_Tan,faces_shock_fur_tan,\AssetsStore\spritesheets\head\faces\shock\fur_tan.png,common,3,store
head,faces,shock,fur_white,Shock Faces Fur_White,faces_shock_fur_white,\AssetsStore\spritesheets\head\faces\shock\fur_white.png,common,3,store
head,faces,shock,green,Shock Faces Green,faces_shock_green,\AssetsStore\spritesheets\head\faces\shock\green.png,rare,0,gacha
head,faces,shock,lavender,Shock Faces Lavender,faces_shock_lavender,\AssetsStore\spritesheets\head\faces\shock\lavender.png,epic,0,gacha
head,faces,shock,light,Shock Faces Light,faces_shock_light,\AssetsStore\spritesheets\head\faces\shock\light.png,common,3,store
head,faces,shock,olive,Shock Faces Olive,faces_shock_olive,\AssetsStore\spritesheets\head\faces\shock\olive.png,rare,0,gacha
head,faces,shock,pale_green,Shock Faces Pale_Green,faces_shock_pale_green,\AssetsStore\spritesheets\head\faces\shock\pale_green.png,rare,0,gacha
head,faces,shock,taupe,Shock Faces Taupe,faces_shock_taupe,\AssetsStore\spritesheets\head\faces\shock\taupe.png,rare,0,gacha
head,faces,shock,zombie,Shock Faces Zombie,faces_shock_zombie,\AssetsStore\spritesheets\head\faces\shock\zombie.png,legendary,0,gacha
head,faces,shock,zombie_green,Shock Faces Zombie_Green,faces_shock_zombie_green,\AssetsStore\spritesheets\head\faces\shock\zombie_green.png,legendary,0,gacha
head,faces,shame,amber,Shame Faces Amber,faces_shame_amber,\AssetsStore\spritesheets\head\faces\shame\amber.png,rare,0,gacha
head,faces,shame,black,Shame Faces Black,faces_shame_black,\AssetsStore\spritesheets\head\faces\shame\black.png,common,3,store
head,faces,shame,blue,Shame Faces Blue,faces_shame_blue,\AssetsStore\spritesheets\head\faces\shame\blue.png,rare,0,gacha
head,faces,shame,bright_green,Shame Faces Bright_Green,faces_shame_bright_green,\AssetsStore\spritesheets\head\faces\shame\bright_green.png,epic,0,gacha
head,faces,shame,bronze,Shame Faces Bronze,faces_shame_bronze,\AssetsStore\spritesheets\head\faces\shame\bronze.png,epic,0,gacha
head,faces,shame,brown,Shame Faces Brown,faces_shame_brown,\AssetsStore\spritesheets\head\faces\shame\brown.png,common,3,store
head,faces,shame,dark_green,Shame Faces Dark_Green,faces_shame_dark_green,\AssetsStore\spritesheets\head\faces\shame\dark_green.png,rare,0,gacha
head,faces,shame,fur_black,Shame Faces Fur_Black,faces_shame_fur_black,\AssetsStore\spritesheets\head\faces\shame\fur_black.png,common,3,store
head,faces,shame,fur_brown,Shame Faces Fur_Brown,faces_shame_fur_brown,\AssetsStore\spritesheets\head\faces\shame\fur_brown.png,common,3,store
head,faces,shame,fur_copper,Shame Faces Fur_Copper,faces_shame_fur_copper,\AssetsStore\spritesheets\head\faces\shame\fur_copper.png,epic,0,gacha
head,faces,shame,fur_gold,Shame Faces Fur_Gold,faces_shame_fur_gold,\AssetsStore\spritesheets\head\faces\shame\fur_gold.png,legendary,0,gacha
head,faces,shame,fur_grey,Shame Faces Fur_Grey,faces_shame_fur_grey,\AssetsStore\spritesheets\head\faces\shame\fur_grey.png,common,3,store
head,faces,shame,fur_tan,Shame Faces Fur_Tan,faces_shame_fur_tan,\AssetsStore\spritesheets\head\faces\shame\fur_tan.png,common,3,store
head,faces,shame,fur_white,Shame Faces Fur_White,faces_shame_fur_white,\AssetsStore\spritesheets\head\faces\shame\fur_white.png,common,3,store
head,faces,shame,green,Shame Faces Green,faces_shame_green,\AssetsStore\spritesheets\head\faces\shame\green.png,rare,0,gacha
head,faces,shame,lavender,Shame Faces Lavender,faces_shame_lavender,\AssetsStore\spritesheets\head\faces\shame\lavender.png,epic,0,gacha
head,faces,shame,light,Shame Faces Light,faces_shame_light,\AssetsStore\spritesheets\head\faces\shame\light.png,common,3,store
head,faces,shame,olive,Shame Faces Olive,faces_shame_olive,\AssetsStore\spritesheets\head\faces\shame\olive.png,rare,0,gacha
head,faces,shame,pale_green,Shame Faces Pale_Green,faces_shame_pale_green,\AssetsStore\spritesheets\head\faces\shame\pale_green.png,rare,0,gacha
head,faces,shame,taupe,Shame Faces Taupe,faces_shame_taupe,\AssetsStore\spritesheets\head\faces\shame\taupe.png,rare,0,gacha
head,faces,shame,zombie,Shame Faces Zombie,faces_shame_zombie,\AssetsStore\spritesheets\head\faces\shame\zombie.png,legendary,0,gacha
head,faces,shame,zombie_green,Shame Faces Zombie_Green,faces_shame_zombie_green,\AssetsStore\spritesheets\head\faces\shame\zombie_green.png,legendary,0,gacha
head,faces,sad,amber,Sad Faces Amber,faces_sad_amber,\AssetsStore\spritesheets\head\faces\sad\amber.png,rare,0,gacha
head,faces,sad,black,Sad Faces Black,faces_sad_black,\AssetsStore\spritesheets\head\faces\sad\black.png,common,3,store
head,faces,sad,blue,Sad Faces Blue,faces_sad_blue,\AssetsStore\spritesheets\head\faces\sad\blue.png,rare,0,gacha
head,faces,sad,bright_green,Sad Faces Bright_Green,faces_sad_bright_green,\AssetsStore\spritesheets\head\faces\sad\bright_green.png,epic,0,gacha
head,faces,sad,bronze,Sad Faces Bronze,faces_sad_bronze,\AssetsStore\spritesheets\head\faces\sad\bronze.png,epic,0,gacha
head,faces,sad,brown,Sad Faces Brown,faces_sad_brown,\AssetsStore\spritesheets\head\faces\sad\brown.png,common,3,store
head,faces,sad,dark_green,Sad Faces Dark_Green,faces_sad_dark_green,\AssetsStore\spritesheets\head\faces\sad\dark_green.png,rare,0,gacha
head,faces,sad,fur_black,Sad Faces Fur_Black,faces_sad_fur_black,\AssetsStore\spritesheets\head\faces\sad\fur_black.png,common,3,store
head,faces,sad,fur_brown,Sad Faces Fur_Brown,faces_sad_fur_brown,\AssetsStore\spritesheets\head\faces\sad\fur_brown.png,common,3,store
head,faces,sad,fur_copper,Sad Faces Fur_Copper,faces_sad_fur_copper,\AssetsStore\spritesheets\head\faces\sad\fur_copper.png,epic,0,gacha
head,faces,sad,fur_gold,Sad Faces Fur_Gold,faces_sad_fur_gold,\AssetsStore\spritesheets\head\faces\sad\fur_gold.png,legendary,0,gacha
head,faces,sad,fur_grey,Sad Faces Fur_Grey,faces_sad_fur_grey,\AssetsStore\spritesheets\head\faces\sad\fur_grey.png,common,3,store
head,faces,sad,fur_tan,Sad Faces Fur_Tan,faces_sad_fur_tan,\AssetsStore\spritesheets\head\faces\sad\fur_tan.png,common,3,store
head,faces,sad,fur_white,Sad Faces Fur_White,faces_sad_fur_white,\AssetsStore\spritesheets\head\faces\sad\fur_white.png,common,3,store
head,faces,sad,green,Sad Faces Green,faces_sad_green,\AssetsStore\spritesheets\head\faces\sad\green.png,rare,0,gacha
head,faces,sad,lavender,Sad Faces Lavender,faces_sad_lavender,\AssetsStore\spritesheets\head\faces\sad\lavender.png,epic,0,gacha
head,faces,sad,light,Sad Faces Light,faces_sad_light,\AssetsStore\spritesheets\head\faces\sad\light.png,common,3,store
head,faces,sad,olive,Sad Faces Olive,faces_sad_olive,\AssetsStore\spritesheets\head\faces\sad\olive.png,rare,0,gacha
head,faces,sad,pale_green,Sad Faces Pale_Green,faces_sad_pale_green,\AssetsStore\spritesheets\head\faces\sad\pale_green.png,rare,0,gacha
head,faces,sad,taupe,Sad Faces Taupe,faces_sad_taupe,\AssetsStore\spritesheets\head\faces\sad\taupe.png,rare,0,gacha
head,faces,sad,zombie,Sad Faces Zombie,faces_sad_zombie,\AssetsStore\spritesheets\head\faces\sad\zombie.png,legendary,0,gacha
head,faces,sad,zombie_green,Sad Faces Zombie_Green,faces_sad_zombie_green,\AssetsStore\spritesheets\head\faces\sad\zombie_green.png,legendary,0,gacha
head,faces,neutral,amber,Neutral Faces Amber,faces_neutral_amber,\AssetsStore\spritesheets\head\faces\neutral\amber.png,rare,0,gacha
head,faces,neutral,black,Neutral Faces Black,faces_neutral_black,\AssetsStore\spritesheets\head\faces\neutral\black.png,common,3,store
head,faces,neutral,blue,Neutral Faces Blue,faces_neutral_blue,\AssetsStore\spritesheets\head\faces\neutral\blue.png,rare,0,gacha
head,faces,neutral,bright_green,Neutral Faces Bright_Green,faces_neutral_bright_green,\AssetsStore\spritesheets\head\faces\neutral\bright_green.png,epic,0,gacha
head,faces,neutral,bronze,Neutral Faces Bronze,faces_neutral_bronze,\AssetsStore\spritesheets\head\faces\neutral\bronze.png,epic,0,gacha
head,faces,neutral,brown,Neutral Faces Brown,faces_neutral_brown,\AssetsStore\spritesheets\head\faces\neutral\brown.png,common,3,store
head,faces,neutral,dark_green,Neutral Faces Dark_Green,faces_neutral_dark_green,\AssetsStore\spritesheets\head\faces\neutral\dark_green.png,rare,0,gacha
head,faces,neutral,fur_black,Neutral Faces Fur_Black,faces_neutral_fur_black,\AssetsStore\spritesheets\head\faces\neutral\fur_black.png,common,3,store
head,faces,neutral,fur_brown,Neutral Faces Fur_Brown,faces_neutral_fur_brown,\AssetsStore\spritesheets\head\faces\neutral\fur_brown.png,common,3,store
head,faces,neutral,fur_copper,Neutral Faces Fur_Copper,faces_neutral_fur_copper,\AssetsStore\spritesheets\head\faces\neutral\fur_copper.png,epic,0,gacha
head,faces,neutral,fur_gold,Neutral Faces Fur_Gold,faces_neutral_fur_gold,\AssetsStore\spritesheets\head\faces\neutral\fur_gold.png,legendary,0,gacha
head,faces,neutral,fur_grey,Neutral Faces Fur_Grey,faces_neutral_fur_grey,\AssetsStore\spritesheets\head\faces\neutral\fur_grey.png,common,3,store
head,faces,neutral,fur_tan,Neutral Faces Fur_Tan,faces_neutral_fur_tan,\AssetsStore\spritesheets\head\faces\neutral\fur_tan.png,common,3,store
